title,url,hour,price,location,subtitle,text,label_cat
 Бәйдібек би монументі,https://kazakhstan.travel/tourist-spot/kk/151/baidibek-bi-monumkkt,1,0.0,Шымкент, Бәйдібек би Қарашаұлы – қазақ халқының ел болып бірігуі жолындағы ерен еңбегімен танылған қайраткер.,"1)     
Шырайлы
Шымкенттің солтүстік бөлігінде «еліміздегі ең биік ескерткіш» мәртебесіне ие еңселі
Бәйдібек би ескерткіші орнатылған. Бәйдібек Қарашаұлы елдің бірігуі мен
тұтастығын сақтауда үлкен рөл атқарған, әрі қазіргі таңда Қазақстан тарихында
аса маңызды орын алған  тұлға ретінде
танымал. Зәулім монумент биіктігі 220 метрге, ал мүсін биіктігі 10 метрге тең. Оның төстабанын ескере отырып, бұл мемориалды құрылысты
әлемдегі ең биік ескерткіштер қатарына  жатқызуға болады.Тарихи деректерге сүйенсек, Бәйдібек би қазақ халқы үшін қиын-қыстау кезеңде кез келген дауды шеше алған,
ұлттың ұйысуына мұрындық бола білген кемеңгер адам болған.
Сондықтан ұлы көсемнің күншығысқа құшағын айқара ашқан мүсіні сол дәуірдегі билердің ашық сипатын және жанының кеңдігін бейнелейді. Бәйдібек би
монументі  сәулет өнерінің құнды ескерткіші
әрі Қазақстан халқының бірлігі идеясын насихаттайтын, өткен дәуір мен бүгінгі
күннің арасындағы рухани сабақтастықты сақтауға деген ұмтылысын айшықтайтын қаланың
басты көрі",9
"""Жайлау"" этноауылы",https://kazakhstan.travel/tourist-spot/kk/5/jailau-ethnic-village,5,0.0,Бурабай,"Бір демалысыңыздың барысында дәстүрлі қазақ ауылының тіршілігімен біте қайнасып, қолөнершілердің шеберлік сабақтары мен түрлі экскурсияларға қатысып, ұлттық ойындардың қызығына бойлап, ем-дом қабылдап қайтқыңыз келсе - ""Жайлауға"" қош келдіңіз!"," Бурабай аумағында қазақ халқының бар қонақжайлылық салтын сақтап, ұлттық мәдениет пен тарихтың қайталанбас көріністерін бірегей ""Жайлау"" ауылы орналасқан. Бұл ауылға қонақ болып түссеңіз, қазақтың дәстүрлерімен, әдет-ғұрып, тұрмыс-тіршілігімен танысып,  тіл үйірер ұлттық тағамдардан дәм тата аласыз.  Бүгінгі таңда әкімшілік этноауыл қызметін  маусым бойы үздіксіз жүргізу бастамасын қарастырып, қазірдің өзінде талай туристті тамсандырған ""Жайлау "" жобасын жетілдіру жұмыстарын қолға алды. Ал әзірге, ""Жайлау"" этноауылы өз қонақтарын түрлі экскурсиялар, қолөнер шеберлік сағаттары, ұлттық ойындар сияқт",20
«Ботай-Бурабай» Ботай мәдениеті мұражайы,https://kazakhstan.travel/tourist-spot/kk/6/botai-burabay-museum,2,0.0,Ақмола облысы,Энеолит дәуірінің Ботай мәдениетіне арналған этнография және археология мұражайы.,"Бурабай - таңқалдырар қыры таусылмайтын ерекше орын. Олай деуіміздің тағы бір себебі - энеолит дәуірінің Ботай мәдениетіне арналған ""Ботай-Бурабай"" этнография және археология мұражайы. Кешен диаметрі 8-10 метр аралығында өзгеріп тұратын ежелгі дәуірлерге сай тұрғызылған 7 қонысты біріктіреді. Барлық қоныстар өзара жерасты өткелдерімен байланысқан, әрі әрқайсысының өзіндік мән-мағынасы бар. Осылайша бір қоныста сол дәуірдің кәсібімен шұғылданып көрсеңіз, екінші бірінде Ботай кезеңінің қару-жарақтарымен таныса аласыз.""Ботай-Бурабай"" кешенінің ашылуы елордамыздың мерейтойына орайластырылып, бүгінгі таңда ежелгі әлем тарихын сақтау және насихаттау бағытындағы ағартушылық қы",32
 Кенесары үңгірі,https://kazakhstan.travel/tourist-spot/kk/4/kkkesary-cave,4,1900.0,Ақмола облысы,"Бурабайдағы басты көрнекті орындардың бірі Үш жүздің соңғы ханы, қасық қаны қалғанша ел тәуелсіздігі үшін күрескен қайраткер - Кенесары атымен аталған.","Кенесары хан - Қазақстан тарихында есімі алтын әріппен жазылған үш жүздің соңғы ханы. Хан Кененің әуестіктері ішінде аңшылық ерекше орын алғаны белгілі. Аңшылық кезінде хан осынау үңгір орналасқан шоқының бөктерінде жиі қонып жүрген деседі.Кенесары үңгірінің табиғи құрылымы киіз үйді еске салады. Табиғи ескерткіштің жоғарғы бөлігінде үйреншікті шаңырақтың орнында шеңбер пішініндегі саңылау орналасқан. Үңгірге апарар жол тас баспалдақтардан құралған. Дәл осы жерде көрген көзді сүріндірер әсем көрініс пайда болады - Әулиекөлдің айнадай айдынына түскен әрбір сәуле шағылысып, көл бетін одан сайын жарқырата түседі.Кенесары үңгіріне жасалатын экскурсия маңызды тарихи сарынға ие болғандықтан, жергілікті гидтер келуші қауымға осы ұлы қайраткердің өмірі мен өткені жайлы толық баяндап, сол дәуірдің жай-күй",10
Абылай хан алаңы және хан тағы,https://kazakhstan.travel/tourist-spot/kk/2/the-glade-and-the-throne-of-ablai-khan,2,0.0,Ақмола облысы,Қазақ даласының ұлы ханы Абылай ханның ордасы - Бурабайдағы барлық саяхат бағдарларының басты нысаны болып табылады.,"Қазақ мемлекетілігі қалыптаса бастаған кезеңнің бірегей ескерткіші - ""Абылай хан алаңы және хан тағы"" табиғаты ерекше аймақта орын тапқан. Бұл жерде ағзаның жасаруына септігін тигізетін белсенді ультракүлгін сәулелердің шоғырлану құбылысы анықталды. Сонымен қоса бұл аймақ көптеген көшпелі тайпалардың аңыз-әпсаналарында да жиі аталады. Олар жайлы көбірек білуге ынталы болсаңыз, жергілікті гидтердің қызықты әңгімелерін ұйып тыңдауға дайындала беріңіз.""Абылай хан алаңы және хан тағы"" сияқты киелі рухани орынға  келген уақытыңызда бір мезетте әсем табиғат аясында бой сергітіп, естелікке сақталар әдемі суреттер жасап, Қазақстан тарихы ",43
«АЛЖИР» мемориалды-мұражай кешені,https://kazakhstan.travel/tourist-spot/kk/10/alzhir-museum,1,200.0,Ақмола облысы,"Мемориалды кешен тоталитаризм дәуіріндегі саяси қуғын-сүргін құрбандарының ""АЛЖИР""-да өткізген бейнетті күндері мен әрбірінің сарқылмас ерік-жігері жайлы сыр шертеді.","Отан сатқындары әйелдерінің Ақмоладағы лагері - әр түйір топырағы мұң-налаға толы, әр тасында тұтқында болған 18 мың әйелдің қайғы-қасіреті жасырылған орын. Бұл жерге аяқ басқан әр адамның көңілі құлазып, көзі жасқа толары анық. Мұндағы ""Қасірет қақпасы""(арасынан өткен кезде әр келуші басын төмен түсіріп, тағзым білдіруі тиіс), ""Сталиндік вагон"", «антикеңестік әрекеттерге баруы ықтимал, әлеуметтік қауіпті» деп танылған тұтқын әйелдер тұрған барак терең мағыналы, санаға салар салмағы ауыр туындылар. Саяси қуғын-сүргін құрбандарына арналған ""АЛЖИР"" мемориалды-мұражай кешені  - жүрекке үрей ұялатар орын екенін жоққа шығара алмаймыз. Әйтсе де, кей ""халық көсемдерінің"" санасыз саясаты мен соқыр озбырлығының ауыр зардаптары мен сұмдық салдарын танытатын аса маңызды тарихи ныс",29
Әулие Николай кафедралы соборы,https://kazakhstan.travel/tourist-spot/kk/16/st-nicholas-cathedral-in-aktobe,0,0.0,Ақтөбе,"Әулие Николай соборы миссионерлік қызметті жүзеге асырып, белсенді түрде қайырымдылықпен айналысады.","Әулие Николай кафедралы соборы Ақтөбе облысының бас православ шіркеуі болып табылады және Ақтөбе- Орал бірлескен епархиясының құрамына кіреді. 2006 жылы болашақ дін ордасының алғашқы кірпіші қаланып, 2008 жылы Нұрсұлтан Назарбаев пен Дмитрий Медведевтің қатысуымен шіркеудің ашылу салтанаты өткізілді. Құрылыс қала және облыс тұрғындарының күш жұмылдыруымен іске асты және оның атауы қазақстандық метрополит Николай Могилевскийдің есімімен байланыстырылған. Сәулет ұшқырлығы мен рухани қарапайымдылық ұштасқан шіркеу бейнесін алтын түстес күмбездер керемет толықтырып тұр.  Бүгінде шіркеу миссионерлік қызмет пен қайырымдылық жұмыстарын қатар жүргізіп келеді. Көз бен жанға бірдей жағымды әсер ететін шіркеу әр келген қонағын православ мәдениетіне тән қон",77
«Бірлік және Келісім» желекжолы,https://kazakhstan.travel/tourist-spot/kk/18/the-boulevard-of-unity-and-accord,2,0.0,Ақтөбе,"Ақтөбенің қақ орталығында қаланың 140-жылдық мерейтойына арналып салынған ""Бірлік және Келісім"" желекжолымен серуендеп, шаһардың тыныс-тіршілігін сезініп көріңіз.","Ақтөбе қаласының 140-жылдығына орай салынған әсем ""Бейбітшілік және Келісім"" желекжолы қала көркін еселей түсті. Ол Әулие Николай шіркеуі мен Нұр-Ғасыр мешітінің қақ ортасында орналасып, еліміздегі барлық ұлттар мен ұлыстардың бірлік-берекесін, әр түрлі дін өкілдерінің келісімге негізденген қарым-қатынасын білдіреді. Желекжолдың сәнін келтірер нысандардың қатарында Қазақстан азаматтарының ауызбірлігін бейнелейтін ""Шаңырақ"" монументі, 170 орындық амфитеатр,  мемориалды ротонда бар. Оған қоса қазақстандықтардың қонақжайлылығы мен жомарттығының белгісіндей болған ""Молшылық тостағаны"" әуенді субұрқағы мұндағы кез келген серуенді әсерлі етеді. Бұл желекжол Ақтөбедегі саяхатыңызды жарқын фотосуреттер мен ә",33
"Ақтөбе облыстық ""Нұр-Ғасыр"" орталық мешіті",https://kazakhstan.travel/tourist-spot/kk/15/nur-gasyr-regional-mosque,0,0.0,Ақтөбе,"""Нұр-Ғасыр"" -  діни маңызы мен салтанатты сәулеті үйлесім тапқан рухани орда.","2008 жылы негізі қаланған ""Нұр-Ғасыр"" мешіті бүгінгі таңда Ақтөбе қаласының орталық мешіті болып табылады. Ислам ордасының ашылу салтанатына Қазақстан және Ресей Үкіметтерінің өкілдері қатысқан болатын. Құрылыс қала тұрғындарының 4 жыл бойы жалғасқан қайырымдылығы нәтижесінде жиналған қаражаты есебінен жүрді. ""Нұр-Ғасыр"" мешітінің жобасын әйгілі сәулетші Әнуар Саттаров әзірлеген. Мешіт шаршы пішінінде салынып, бұрыштарында 63 метрлік мұнаралар тұрғызылған. Ғимараттың орта тұсында алтын түстес 40 метрлік күмбез орнатылған. Мешітте бір мезгілде 3000 мың адамды сыйдыра алатын  кең зал бар. 500 адамға есептелген ""Әйелдер залы""  Бас күмбезді залдың үстінде 2-ші қабатта орналасқан.""Нұр-Ғасыр"" - Ақтөбе қаласының негізгі көрнекті орындарының бірі. Мұнда келген әр адам жанына медеу бол",47
Аюлы сарқырамасы,https://kazakhstan.travel/tourist-spot/kk/232/bear-waterfall,2,0.0,Алматы облысы,Аюлы сарқырамасы - оңтүстік астанамызға келген саяхатшылардың экскурсиялық бағдарынан қашан да басты орын алатын танымал туристік орын.,"Аюлы сарқырамасы - кез келген туристік бағдардың сәнін келтірер туристік нысан. Оған апарар жол қарапайым әрі қысқа. Бағытыңыздың барысында жақсы жабдықталған соқпақ, көптеген көпірлер мен сарқырамаға шығар жолдағы жартастарға салынған ағаш сатылар арқылы өтетін боласыз. Сарқыраманың өзі Қараш жотасының бөктеріндегі жартастың терең қуысында орналасқан. Мұндағы Жамбас асуынан Аюлы бұлағы ағып жатыр. Биіктігі 29 метрге жететін сарқыраманың атауы да тектен-тек ""Аюлы"" емес. Дәл осы маңайда бір топ аю мекен етеді екен.Бұл - саяхат үшін ең қолжетімді де жайлы сарқырама болғандықтан, осында демаламын деуші туристер саны ",45
"""Тастау"" туристік базасы",https://kazakhstan.travel/tourist-spot/kk/239/tastau-tourist-base,1,0.0,Алматы облысы,"""Тастау"" туристік базасы Жетісу Алатауының көркем бауырайында, Сандықтас шыңына жақын маңда орналасқан.","""Тастау"" туристік базасы Жетісу Алатауының көркем табиғат көріністерімен көмкерілген ауданында орналасқан. Әлі күнге дейін, бұл жер көптеген жабайы аңдарға пана болып келеді. База аймағынан радиалды бағдардағы жаяу, автокөлікпен немесе атты экскурсиялар ұйымдастырылады. Мұнда өсімдіктердің 600 түрі өніп-өседі. Теңіз деңгейінен 1200 метр биіктікте алма бақтары мен өрік қопалары басталып, жоғарырақ көктеректер тізіліп, 1500 метр биіктікте 2800-2900 метр биіктікке дейін жететін шыршалы орманға ұласады. Одан әрмен альпілік шалғандарға қарай көтерілетін бұталы арша қопасы жайқалады. Бұл өңір кереметімен тамсандырар жерұйық іспеттес.Аймақтың қайталанбас табиғи жағдайы - жайлы ауа-райы мен тартымды тау бедері - өсімдіктердің бай түрлілігімен әсемдене түседі. Бәрінен бұрын, мұндағы қарағайлы орманд",24
Атапқан асуы,https://kazakhstan.travel/tourist-spot/kk/238/atapkan-pass,1,0.0,Алматы облысы,Осынау жан аяғы баспаған жерлердің  көркем табиғаты мен адам баласын жат көрмейтін жануарлар тіршілігінің үйлесімі көрген көзді бейжай қалдырмасы анық.,"Атапқан асуы Жетісу Алатауы ұлттық саябағының аумағында орналасқан. Бұл жерден Тентек өзенінің аңғары мен сол аттас шатқалға керемет көріністер ашылады. Табиғат әсемдігін тамашалап тұрғаныңызда аю, бұғы, тауешкі секілді жабайы аңдарды суретке түсіріп алуға да мүмкіндігіңіз жоғары. Осынау жан аяғы баспаған жерлердің  көркем табиғаты мен адам баласын жат көрмейтін жануарлар тіршілігінің үйлесімі көрген көзді бейжай қалдырмасы анық.2500 метр биіктікте Атапқан өзенінің бастауындағы ежелгі мореналарда кішігірім көл орналасқан. 1650-2450 метр биіктік аралығындағы ",44
Баянжүрек таулары,https://kazakhstan.travel/tourist-spot/kk/237/bayanjurek-mountains,3,0.0,Алматы облысы,Баянжүрек - Жетісу Алатауының бөктерінде орналасқан аласа қалдық таулар.,"Баянжүрек - Жетісу Алатауының бөктерінде орналасқан аласа қалдық таулар.Олардың ұзындығы 14 шақырым, ені 6 шақырым, абсолюттік биіктігі теңіз деңгейінен 2079 метр. Баянжүрек бауырайынан Бүйен өзенінің салалары бастау алады. Бұл таулар ""Баянжүрек"" петроглифтік кешенімен көпке танымал.Оңтүстік-батыс беткейдегі жартастар мен ірі тастарда жүздеген тасқа қашалып салынған суреттерді кездестіруге болады. Бұлардың оқиға желісі мен мәнері басқа жетісулық ескерткіштерден ерекшеленеді. Бейнелердің басым бөлігі қола дәуірінде тасқа түскен. Дегенмен, бірқатар ғалымдар энеолит дәуіріне (б.з. 3 мыңжылдығының соңы) сай суреттер топтамасы бар екенін мәлімдейді. Баянжүрек жартастарында салт атты ерлер, ат жарыс, жаяу мергендер, аңшылық көріністері, түрлі аңдар, сол кездегі адамдардың болмыс жайлы танымын бейнелейтін  грифон құстар сияқты қиял-ғажайып бейнелер қашалып салынған. Баянжүрек петроглифтерінің басты өзгешелігі Түркі дәуіріне қатысты ортағасырлық суреттердің көптігімен сипатталады. Оған қоса, Ортағасырлардағы түркілердің этнографиясы мен мәдениеті туралы сыр шертетін руна жазуы да теңдес",49
Сарайшық қалашығы,https://kazakhstan.travel/tourist-spot/kk/37/ancikkt-city-of-saraishyk,2,0.0,Атырау облысы,Сарайшық - елімізідің өткені жайлы сыр шертетін баға жетпес ұлттық мұрамыз,"Сарайшық қалашығы Қазақстан аумағындағы тарихы сан мыңжылдыққа жалғасқан ең көне ескерткіштердің бірі болып табылады. Алтын Орда және Қазақ хандығы дәуірлерінде негізгі керуен жолдары Сарайшық бойымен өткендіктен қала маңызды сауда орталығы ретінде белгілі болған. Өткен ғасырдың 90-шы жылдары жүргізілген археологиялық қазба жұмыстары барысында осы аймақтан алтын ою-өрнектермен безендірілген қыш-құмыралардың көптеген үлгілері табылған. 1999 жылы құрамында мұражай, мешіт, хан мазарларын біріктірген ""Хан ордасы"" мемориалды кешенінің негізі қаланды. Мұражайға зерттеу жұмыстары кезінде табылған жәдігерлер сақталған.  Бүгінде Сарайшық қаласы - халқымыздың ата-баба рухына деген тағзым мен құрмет нышаны, Қазақста",63
Успен соборы,https://kazakhstan.travel/tourist-spot/kk/45/assumption-cathedral,0,0.0,Атырау,Мұнда Әулиелердің мүрделері және Құдай Ана мен  Алматының митрополиті Әулие Николайдың аса бағалы иконалары орналасқан,"Атырау қаласындағы Исатаи даңғылы мен Гагарин көшесінің қиылысында Әулие Құдай ананың Успен соборы орналасқан. Бұл ескі шіркеу 1885 жылы ашылған. Кеңес үкіметінің соғыстан кейінгі кезеңінде собор белгілі себептермен жабылған, бірақ кейінірек, ол Орал махалласының қатарына қосылған болатын, ал қазіргі күндері православиелік шіркеу екінші кафедралық соборы мәртебесіне ие.Успен шіркеуінің қабырғасында тұрақты түрде құдайға құлшылық етіледі. Мұнда Әулиелердің мүрделері және Құдай Ананың,  Алматының митрополиті Әулие Николайдың аса бағалы иконалары орналасқан. Әулие Құдай ананың Успен соборы қорғалатын объектілердің Республикалық тізіміне енгізілген. Оның керемет ішкі көрінісі, иконаларды салушы дарынды суретшімен қабырғаларда салынған Киелі кітап оқиғаларының христиандық мақамдары мұндағы атмосфераға салтанаттылық сыйлайды. Атыраудың көрікті кафедралық соборы шіркеуі дінбасыларын жайлылығы мен игілігімен және шынайы Қ",70
«Қали Жүніс» моншасы ,https://kazakhstan.travel/tourist-spot/kk/60/kali-yunus-bathhouse,2,0.0,Тараз,«Қали Жүніс» моншасы – тарихи және дәстүрлі маңыздылығына байланысты Жамбыл облысының қонақтары арасында кеңінен танымал. ,"Тараздың басты мәдени орындарының бірі - 19 ғасырға жататын шығыс «Қали Жүніс» моншасы. 450 шаршы метрлік моншаның құрылысы ортағасырлық сәулет идеясының негіздерімен бірге шығыс типтегі сумен жабдықтау және жылыту жүйелерімен салынған. Құрылыстың қалпына келтірілгеніне қарамастан, құрылымның сыртқы және ішкі көрінісі өзгермеген. Монша - көп күмбезді ғимарат және жарық мұнда мұнараның жоғарғы бөлігіндегі кішкене саңылаулар арқылы түседі. Оның құрамына бес бөлме кіреді, олардың әрқайсысы көркем суреттермен безендірілген, бірақ, қазір мұнда тек отыруға арналған шығыңқы жерлер ғана қалған.«Қали Жүніс» моншасы – тарихи және дәстүрлі маңыздылығына байланысты Жамбыл облысының қонақтары арасында кеңінен танымал. Мұнда бірнеше жүздеген жылдарға қайтып оралып, өзіңді Ұлы Жібек Жолының ыстық жолдарында керуенмен ұзақ сапардан кейін тынығуға шешім қабылдаған ",39
" ""Төрткүл"" керуен сарайы",https://kazakhstan.travel/tourist-spot/kk/61/tortkol-caravanserai,2,0.0,Тараз,Жамбыл облысының тұрғындары мен туристері арасында Төрткүл керуен сарайының танымалдылығы оның аса тарихи маңыздылығымен және ерекше мұражайдың ашық аспанастында орналасуымен түсіндіріледі.,"«Төрткүл» керуен сарайы – бұл, ҰлыЖібек жолының туристік объектілерінің тізіміне енгізілген Тараз өңірінің таулы аймақтарындағы тарихи ескерткіш. Ол 85 пен 100 метрге тең төртбұрышты алаңның шегінде орналасқан. 1983 жылы мұнда бірінші зерттеу жұмыстары жүргізіліп басталды, ал 2008 жылдан 2011 жылға дейінгі кезеңде ортағасырлық түркі мәдениетінің 40-тан астам бағалы заттары табылған. Археологиялық қазба жұмыстарына сәйкес бұрынғы керуен сарайының аумағында қонақ үй мен монша болған.Табылған жәдігерлерге монеталар және қыш ыдыстардың қалдықтары да жатады.Жамбыл облысының тұрғындары мен туристері арасында Төрткүл керуен сарайының танымалдылығы оның аса тарихи маңыздылығымен және ерекше мұражайдың ашық аспанастында орналасуымен түсіндіріледі. Сонымен қатар Төрткүл керуен сар",3
Жамбыл облыстық тарихи-өлкетану мұражайы,https://kazakhstan.travel/tourist-spot/kk/240/jambyl-regional-museum-of-local-history,1,175.0,Тараз,Өңірдің бай тарихын танудың ең абзал жолы - мұражайға бару.,"Жамбыл облыстық тарихи-өлкетану мұражайы 1931 жылы ашылған. Бастапқыда қалалық мұражай мәртебесін беріліп, 40-шы жылдардың соңында облыстық тарихи-өлкетану мұражайы болып өзгертілді.Мұражай қоры өзіндік тарихы бар 40 мыңнан астам жәдігерден тұрады. Бұл қатарда археологиялық табыстар, өнер туындылары, қолөнер бұйымдары, көне құжаттар, қызықты суреттер және басқа да тарихи құнды мұра өте көп. Мұражайдың басты қазынасы - бөлек экспозиция ғана емес, бүтіндей коллекцияны құрайтын Көне Тараз жәдігерлері болып табылады. Ежелгі шаһар біздің заманымызға дейін бой көтергені жайлы дәлелдер археологиялық қ",53
Ақсу-Жабағылы мемлекеттік табиғи қорығы және Көксай шатқалы,https://kazakhstan.travel/tourist-spot/kk/66/aksu-jabagly-nature-reserve-and-koksai-canyon,1,0.0,Жамбыл облысы,"Ақсу-Жабағылы қорығы Қазақстан аумағында ұйымдастырылған алғашқы биосфералық резерват болып табылады.
","Батыс Тянь-Шань бөктерінде орналасқан Ақсу-Жабағылы қорығы – түрлі табиғи аймақтар мен алуан жер бедері үйлесім тапқан аса көркем орын. Қар құрсауындағы асқар шыңдар, биіктаулы гүлдермен көмкерілген алқаптар ешкімді бейжай қалдырмас көріністерге себепкер болады. Қорықта жануарлар мен өсімдіктердің  көптеген түрі тіршілік етіп, өніп-өсуде. Олардың қатарына осы аймақты ғана мекен еткен эндемик түрлер де жетерлік.
Ақсу-Жабағылы қорығында түлкілер мен қасқырларды, болмысынан бекзат ілбістерді, аюлар мен жайраларды кездестіріп, қанаттылар әлемімен танысып, сирек кездесетін өсімдіктердің кереметіне көз тойдыра аласыз. Қорық қызметкерлері үлкенді-кішілі келушілерге арнап қызықты жорықтар мен экскурсияларды тұрақты түрде ұйымдастырып, қорық қонақтарын жиі қуантып тұрады.
Көксай шатқалы – жылдың қай мезгілінде де көрген жанды тылсым көріністерімен баурап алар Ақсу-Жабағылының басты көрнекті орны. Бір шатқалдың маңынан жасыл желекке оранған орманды да, шүйгін шөпті шалғындарды да, дархан даланы да табуға болады. Мұндағы табиғаттың тамашасын сырлы қызғалдақтар мен нәзік түймедақтар, емдік қасиеті шаш етектен шайқурай мен мыңжапырақ еселей түседі. Шатқалда жаяу серуендеуге немесе атқа мініп араласаңыз болады.
Ерекше атап өтуге тұрарлық тағы бір нысан – Ақсу өзенінің шатқалы. Көктем келісімен шатқал маңы Қызыл кітапқа енген Грейг және Кауфман қызғалдақтары құлпырған алқапқа айналады. Аталған Грейг қызғалдағы Ақсу-Жабағылы қорығының символы әрі Шымкент қаласының белгісі ретінде танылған.
Табиғат аясында тынығуға ынталы туристердің таңдауы көп жағдайда Ақсу-Жабағылы қорығына түседі. Әсіресе Түркістан және Жамбыл облыстарынан жол бастаған саяхатшылар өте көп.
2020-2021 жж. кезеңінде қажет болар кеңестер
Қалай жетуге болады?
Ақсу-Жабағылы бойынша экскурсияны қорық кеңсесі орналасқан Түркістан облысы, Түлкібас ауданы, Жабағылы елді мекенінен бастаған жөн. Жабағылыға жету үшін Алматыдан 600 шақырым, Шымкенттен 100 шақырым жүріп өтуіңіз керек. Теміржол арқылы сапарлайтын болсаңыз, Түлкібас бекетінен түсіп, қалған 18 шақырымды жеке не бағдарлы таксимен еңсеруіңізге болады. Сонымен бірге «Алматы – Ташкент» тасжолымен жүретін автобусқа мініп, Ақбиік бекетіне дейін жетіп, қорыққа дейінгі 10 шақырым жолды таксимен жүріп өте аласыз. Ақбиіктің қонақжай халқы келген қонағын көліксіз қалдырмасы анық.
Шырайлы Шымкенттен Жабағылы жеріне жеткізер жол «Айна» базарының автобекетінен немесе теміржол вокзалының кіреберісінен басталады. Біріншісінде бағдарлы автобусқа мінесіз, екіншісінде такси қызметіне жүгінесіз.
Орналасу және тамақтану
Қорық аумағында келушілер үшін аса ыңғайлы, көлік тұрағы мен асханасы бар қонақүй қызмет көрсетеді. Толық ақпарат aksu-jabagly.kz сайтында қолжетімді.
Жалпы Жабағылыға жол түссе, қонақүйлердің жайлы тұрақ пен дәмді дастарханнан бөлек ұсынарын байқап көріңіз. Қонақүй иелері жергілікті көрнекті орындарға экскурсия ұйымдастырып, қазақ ұлттық тағамдарын әзірлеуді үйрететін шеберлік сабақтарын да өткізеді.
Автокөлікпен саяхаттауды жоспарлаған болсаңыз, тағы бір айтар кеңесіміз бар. Жол-жөнекей жолығар базарларды назарыңыздан тыс қалдырмай, азық қоржыныңызға күн шуағына шомыла піскен онтүстіктің жеміс-көкөністері мен әлемнің басқа қай түкпірінен іздесеңіз де, таб",46
«Ақыртас» сарай кешені ,https://kazakhstan.travel/tourist-spot/kk/64/akyrtas-palace,2,0.0,Жамбыл облысы,"«Ақыртас» сарай кешені әлемдік ғалым қайраткерлерінде үлкен қызығушылық тудыра, оның зерттеу жұмыстары бүгінгі күні әлі жалғасуда.","Ерекше «Ақыртас» сарай кешені Жамбыл облысының Тараз қаласына жақын жерде орналасқан. Бұл ортағасырлық мәдениеттің ескерткіші ЮНЕСКО-ның Бүкіләлемдік мұралар тізіміне енгізілген. Керемет құрылымның тарихы көптеген құпиялармен тығыз байланысты, сондықтан ғалымдар оның пайда болуы теорияларын әлі де ұсынуда. Қазіргі Ақыртас – бұл, үлкен тас блоктардың қалдықтары, оның құрылысы өткен ғасырларда іс жүзінде мүмкін емес болған, бұл көптеген ғалымдар мен этнографтарды таңғалдырады. Сарай ғимараты төрт бөліктен тұрады, ал кешен пайдалы қазбаларды өндіруге арналған тау разрезін, саябақты және тұрғын үй құрылыстарын қамтиды. Ақыртастың қабырғалары өте қатты және берік, ал ғимарат іргетасының биіктігі 4 метрге дейін жетеді. Кешен тұрғындары сумен қамтамасыз етілген, себебі жақын арада орналасқан бұлақтардан сужеткізу жүйесі салынған еді.«Ақыртас» сарай кешені әлемдік ғалым қайраткерлерінде үлкен қызығушылық тудыра, оның зерттеу ж",31
