title,url,hour,price,location,subtitle,text,label_cat
«Айша бибі» және «Бабаджа қатын» кесенелері ,https://kazakhstan.travel/tourist-spot/kk/62/aisha-bibi-and-babaji-khatun-mausoleums,1,0.0,Жамбыл облысы," Бұл екі, түрлі аңыздармен қоршалған, құрылыс ғимараттары Тараздың шекарасына жақын жерде екі аңызға айналған екі ғимарат тұрғызылды.","«Айша бибі» және «Бабаджа қатын» кесенелері Жамбыл облысының інжу-маржандары және ортағасырлық сәулет өнерінің 11-12 ғасырлар ескерткіштері болып табылады. Бұл екі, түрлі аңыздармен қоршалған, құрылыс ғимараттары Тараздың шекарасына жақын жерде екі аңызға айналған екі ғимарат тұрғызылды.Жетім қалған Айша-бибі Қараханның сүйіктісі болған, бірақ оның қамқоршысы екі сүйген адамдардың некелеріне келісімін бермеген, осылайша, үмітсіз қалған қыз үйден қашып кетіп, көп ұзамай жылан уынан қайтыс болған деп саналады. Сонда қайғыға толы Қарахан сүйген жарының қайтыс болған жерінде кесене тұрғызған, бірақ-та, өкінішке орай, ол кесененің негізін қалаған ежелгі сәулетшілер туралы нақты ақпарат жоқ. Бабаджа қатын осындай жағдайға ұшыраған қыздың адал дос-ұстазы болған, ол біраз уақыт қыздың кесенесін қорғаған, ал қайтыс болғаннан кейін, оны Айшаның кесенесінен бірнеше қадам жерде жерлеген.Айша Бибі кесенесі – елдегі жалғыз сәулет өнерінің ескерткіші болып табылатын бірегей ғимарат, ол толықтай терракоталық плиталармен қапталған. Ал «Бабаджа қатын» қабірін оның шатыр пішіндес көрнекті қырлы күмбезі сипаттайды, бұл оны жалғыз ортағасырлық үлгілерінің қатарына жатқызады. Қазір күндері, кесенелер сенушілерге арналған қажылыққа бару орталықтарына және туристердің  сүйікті орындарына айналған. Себебі өздеріне естелік ретінде Айша Бибі кесенесімен фото-естеліктер қалдырады.  Ескерткіштердің салтанаттығы олардың рухани қарапайымдылығымен тығыз байланыста, сондықтан бұл жерде әрдайым тыныштық п",30
«Қарахан» кесенесі,https://kazakhstan.travel/tourist-spot/kk/58/mausoleums-of-karakhan-and-dautbek,1,0.0,Жамбыл облысы,Қазақстан Республикасының мәдени мұраларының тізімінде және Жамбыл облысының туристері мен тұрғындарының арасындағы танымал орын.,"«Қарахан», «Дәуітбек», «Арыстан баб» және «Бабаджа қатын» кесенелері Қазақстанның аумағында көне діни ғимараттардың бірі болып табылады. Сенімдерге сәйкес, қарахандық әскердің бас қолбасшысы Дәуітбек Қараханмен туыстық қатынаста болғандықтан, олардың қабірлері бір-бірінен алыс емес орналастырылған. Құрылыс шаршы тектес пішінді.«Қарахан» кесенесінің ішкі келбеті орталық залды, кішігірім хужраларды және шатырға шығатын баспалдақты қамтиды, ал «Дәуітбек» мұсылман шіркеуінің орталығы қазақ қолбасшысының қайтыс болған күні жазылған пирамида түріндегі қабірмен толықтырылады.  Екі ескерткіш де Қазақстанның кесенелерінің тізімінде ойып орын алған және де олар мемлекеттің қорғауында, Қазақстан Республикасының мәдени мұраларының тізімінде және Жамбыл облысының туристері мен тұр",40
«Ежелгі Тараз» тарихи-мәдени орталығы ,https://kazakhstan.travel/tourist-spot/kk/56/ancikkt-taraz-historical-and-cultural-ckkter,2,175.0,Тараз,«Ежелгі Тараз» тарихи-мәдени орталығы - Қазақстанның аумағындағы өркениеттің даму тарихымен жақынырақ танысуға болатын тамаша орын.,"Бұл – ауданы 10 гектар жерге тең, ашық аспан астындағы мұражай саябақ. Кешен еліміздің маңызды мәдени мұрасы болып табылады, сонымен қатар мұнда көптеген жылдар бойы дала өркениетінің маңызды тарихи деректеріне жарық түсірген, маңызды археологиялық және зерттеу жұмыстарын жүргізіледі. Кез келген адам қазба кезінде табылған өткен дәуірдің ескі нысандарын және қалдықтарын ұстап көру үшін бұл ерекше орынға келе алады. Жәдігерлердің арасынан көпғасырлық монеталар, тұрмыстық заттар мен ыдыс-аяқтар, сондай-ақ мұнда петроглифтер, мешіттің, медреселер мен моншалардың қалдықтары табылған.«Ежелгі Тараз» тарихи-мәдени орталығы - Қазақстанның аумағындағы өркениеттің даму тарихымен жақ",35
Тұңғыш Президенттің тарихи-мәдени орталығы ,https://kazakhstan.travel/tourist-spot/kk/86/historical-and-cultural-ckkter-of-the-first-presidkkt,2,600.0,Қарағанды облысы,"Оның негізгі міндеті Президенттің тұлғасымен, оның қызметі мен Қазақстан Республикасының дамуына қосқан баға жетпес үлесімен танысуға бағытталған.","Қарағанды облысының Теміртау қаласында 2011 жылы жұмысын бастаған Тұңғыш Президенттің тарихи-мәдени мұражайы ашылды. Теміртау - Нұрсұлтан Назарбаевтың өмір жолының маңызды бөлігі болып табылады, сондықтан орталықтың орналасуы өте символикалық. Оның негізгі міндеті Президенттің тұлғасымен, оның қызметі мен Қазақстан Республикасының дамуына қосқан баға жетпес үлесімен танысуға бағытталған.Мұражай ғимаратының өзі, оның көгілдір түсті үлкен, жылтылдап тұрған шатыры, тіпті, алыстан да назар аударады. Киіз үй - дала халқының дәстүрлі үйі екендігін ескерте кеткенде, өте салтанатты және символды. Орталық 6 көрме залынан тұрады: «Уақыт ағымында», «Қазақстан жолы», «Қазақстанның құрыш келбеті», «Тұлғаның ерен қабілеті», «Тәуелсіз Қазақстан», «Өз заманының перзенті». Мұнда Қарағанды облысының тұрғындары мен қонақтарына елдің ғылыми және мәдени жетістіктерін көрсететін ғылыми-зерттеу жұмы",69
Беғазы қорымы ,https://kazakhstan.travel/tourist-spot/kk/83/begazy-burial-ground,1,0.0,Қарағанды облысы,Мұнда қола дәуірінің тайпа көшбасшыларының және дін басыларының қабірлері орналасқан.,"Беғазы қорымы - Қарағанды облысының көне көрнекті жерлерінің ең жарқын мысалы. Мұнда қола дәуірінің тайпа көшбасшыларының және дін басыларының қабірлері орналасқан. Ежелгі мазардың аумағында қазба жұмыстары жүргізіліп, оның барысында қыш құмыралар, ыдыстар, қару элементтері мен жануарлардың сүйектері табылды. Сонымен қатар, Беғазы кешенінің сол кезеңнің сәулетіне тән бірнеше құрылымнан тұратыны белгілі. Жергілікті кесенелер шаршы пішінінде граниттен жасалған, олардың о",52
Бектау-Ата тау тізбегі ,https://kazakhstan.travel/tourist-spot/kk/82/bektau-ata-mountain-range,1,0.0,Қарағанды облысы,"Бектау-Ата тау тізбегі таза сергіткіш ауада серуендеуге, жаңа жарқын түсті фото суреттер жасауға және жай ғана табиғат әлемін жақсы көретіндер үшін мінсіз сай келеді.","Бектау-Ата тау тізбегі Балқаш қаласынан бірнеше шақырым қашықтықта орналасқан. Ол өздігінен, таулы биіктіктермен қатар, өзіндік шатқалдар аңғары орналасқан, жартасты таулы аймақ жүйесін құрайды. Жергілікті тұрғындар тас балуандарына пішіндеріне сай атаулар берген болатын, бірақ-та, кез келген турист «Саңырауқұлақ», «Сандық» немесе «Тасбақаның» орнына мүлдем басқа өзгеше фигура байқай алады. Бектау-Ата ауданында шағын су қоймалары мен бұлақтар бар әдемі «су бұрыштары» кездеседі, онда босаңсып, дем алуға болады. Тау тізбегінің ауқымында жүздеген өсімдіктер өседі, сондай-ақ арқарлар, қосаяқтылар, орман кептерлері және жергілікті фаунаның басқа да өкілдері мекен етеді. Бектау-Ата аумағында Қазақстандағы ең терең үңгір орналасқан, бірақ ол тұщысулы бұлақтың суымен толтырылған, сондықтан тереңдей кіруге мүмкіндік жоқ, алайда емдік суатына баруға болады.Бектау-Ата тау тізбегі таза сергіткіш ауада серуендеуге, жаңа жарқын түсті фото суреттер жасауға және жай ғана табиғат әлемін жақс",51
 Балқаш көлі,https://kazakhstan.travel/tourist-spot/kk/81/lake-balkhash,1,0.0,Қарағанды облысы,"Балқаш көлі – Қазақстандағы ең ірі көлдердің бірі. Батыс бөлігі тұщы, ал шығыс бөлігі тұзды болғандықтан, Балқаш жартылай тұщы көлдер санатына кіреді.","600 шақырымға созылып жатқан көл көрінісі аса көркем болғанымен, қабағы қатулы табиғаттың иелігінде жатыр. Балқаштың жағасы Бетпақдала шөлі, Шу-Іле тау сілемдері, Тауқұм құмдарымен шектеседі. Бүгінде аса ірі аумақты қамтып жатқан көлдегі жағажайлық туризм Қарағанды және Алматы облыстары аумағында бірдей қарқынмен дамуда.
Көл маңында ауа райы құрғақ. Сол себепті мұндағы жаз қашанда ыстық, жауын-шашын мөлшері төмен болады. Демалысын жылы суға шомылып, шуақты күнге қыздырынып өткіземін деуші келушілер үшін таптырмас орын.
Балқаш жағалауында толыққанды демалысқа қажетті барлық жағдай бар. Желкенді спорт, байдаркалық есу, балық аулау сияқты белсенділікке жаны жақын демалушыларға ұсынылатын таңдау аясы өте кең. Көл айдынында жиі кездесетін шағын аралдар жүзуден әуесқой жарыстар өткізілетін кезде ақтық мәре ретінде таңдалып жатады.
Көлдің Қарағанды облысындағы және Алматы облысындағы жағалауы демалысқа бірдей қолайлы. Балқаштың бойында және көлге жақын жатқан елді мекендерде түрлі санаттағы демалыс орындары қызмет көрсетеді.
Алматы облысы Сарқанд ауданында 25-ке жуық орналастыру орны бар. Балқаш қаласына негізделген қарағандылық жағалауда олардың саны бұдан айтарлықтай көбірек: демалыс орындарының басым бөлігі Шашубай және Тораңғылық елді мекендері мен Приозерск қаласында шоғырланған.
Жағажайлық демалыстың бар қажеттілігін өтеп тұрған орналастыру орындарынан бөлек, Приозерск қаласындағы «Балқаш» емдік-сауықтыру кешенін ерекше атап өтуге болады.
Балқаш көлі жайлы бейнебаян
2020-2021 жж. кезеңінде қажет болар кеңестер
Қалай жетуге болады?
Нұр-Сұлтан және Қарағандыдан Балқаш қаласына дейін тікелей теміржол қатынасы жүзеге асырылады. Бекітілген уақытпен жүретін автобустар  қозғалысы да тұрақтандырылған. Приозерск қаласына жету үшін қоғамдық көлікпен Сарышаған бекетіне дейін келсеңіз болғаны.
Алматы облысындағы бағдарларыңыздың соңғы нүктесі етіп Лепсі бекетін таңдауыңыз керек. Егер қандай да бір демалыс кешенінде алдын ала орын алып қойсаңыз, трансфер ұйымдастырылуы ықтимал. Болмаса жергілікті такси қызметіне жүгініп, жағалауға еш қиындықсыз жете аласыз. Демалысыңызды белгілі бір орынмен шектегіңіз келмесе, мінісіңізге көлік тауып, Балқаштың қалаған бөлігінде тоқтауға да мүмкіндігіңіз бар.
Орналасу және тамақтану
Өз көлігіңізбен саяхаттаған жағдайда, қажетті дүниенің барлығын өз «қоржыныңыздан» таба алатындай дайындық жасағаныңыз дұрыс. Азық-түлік, су және жанармай қорларын ең жақын деген елді мекендерде толықтықтырып, қамдап қойыңыз. Демалыс орталықтарында тамақтану құны күндік бағаға қосылады немесе ол",6
"Жошы хан, Алаша хан, Домбауыл кесенелері ",https://kazakhstan.travel/tourist-spot/kk/77/mausoleums-of-jochi-khan-alasha-khan-and-dombauyl,2,0.0,Қарағанды облысы, Қазақстанның ортағасыр сәулетінің маңызды тарихи ескерткіштері болып табылады.,"«Жошы хан», «Алаша хан» және «Домбауыл» кесенелері Қазақстанның ортағасыр сәулетінің маңызды тарихи ескерткіштері болып табылады. Жошы ханның қабірі Ұлы Шыңғыс ханның үлкен ұлы - Жошының жерлеу орнында тұрғызылған. Жошы хан күмбезінің ғимараты тіктөртбұрышты пішінді, ал оның құрылымында босаға және қос көгілдір күмбез бар. Бұл керемет ғимараттың таңғажайып қабырғасынан өткенде, қонақтардың назарына мұнда жерленген адамның жеке басын куәландыратын тас кескіні ұсынылады. Кесенедегі артық астарлылықпен қамтылмаған, бұл оның архитектуралық кешенін қарапайым және түсінікті етіп көрсетеді.Алаш хан күмбезінің тікбұрышты ғимараты құрылыста кірпіш пен ағаштың қолданылуымен сипатталады. Алаш ханның тұлғасы туралы бірнеше аңыздар естіледі, бірақ көптеген ғалымдар бұл адам тарихи емес, аңызға айналған кейіпкер деген пікірге келіседі, бірақ ол түркі халықтарының бірлігін бейнелеп көрсеткен. Монументінің алдыңғы жағы терракоталық тақтайшалармен, ал қабырғалары геометриялық стильмен безендірілген.Сәулет тұрғысынан «Домбауыл» да өзінің киіз үйге ұқсас құрылысымен қызығушылық танытады. Домбауылдың тарихи қайраткердің айналасында көптеген теориялар айтылуда, бірақ олардың көпшілігі оның бейнесін фольклорлық кейіпкерге еліктейді. Айырықша мазар бұл аймаққа тән емес, шөгінді жыныстардан салынған және берік іргетасқа ие.Үш кесененің барлығы да - қазақ даласының нағ",55
Қарқаралы мемлекеттің ұлттық табиғи саябағы ,https://kazakhstan.travel/tourist-spot/kk/80/karkaraly-national-park,1,0.0,Қарағанды облысы,"Көлдер, ормандар, емдік сулы бұлақтарымен және флора мен фаунаға бай","Қарқаралы мемлекеттік ұлттық табиғи саябағы 1998 жылы Қарағанды облысының шығыс шетінде бой көтерген. Қарқаралы саябағы өзінің табиғи көрікті жерлеріне, соның ішінде көлдер, ормандар, емдік сулы бұлақтарымен және флора мен фаунаға бай. Ауданы 90 гектардан асатын қорық аумағында бес ірі тау топтары шоғырланған: Айыртау, Бұғылы, Кент, Матен және Шаңкөз. Ең жоғарғы шыңдар Кент жүйесіне кіреді және шамамен 1400 метрді құрайды. Әрбір тауға – Кендара, Кеңгір, Аюшат, Өзен сияқты су көздері іргелес жатыр.Саябақтың тағы бір ерекшелігі - Қызыл-Кент сарайы, ол Қазақстан аумағында рухани дамуды зерттеу үшін өте маңызды. Сарай будда храмына тән сәулеттік құрылысқа ие, сондықтан ол тарихшылар мен діни ғалымдар арасында үлкен қызығушылық тудырады. Саябақтың өсімдіктер әлемін реликті ағаштар, көптеген қызыл кітап өсімдіктері және тіпті тығыз мүкпен қапталған сфагнумды мүкті батпақ құрайды. Жануарлар әлемінің морфологиялық құрамына құстар, бауырымен жорғалаушылар, балықтар мен сүтқоректілер қамтитын жануарлар әлемінің 190 өкілі кіреді. Мұнда аса қорғалатын түрлер де мекендейді: арқарлар, бүркіттер, қара дегелектер, дала ұлы сұр жыландар.Қарқаралы мемлекеттік ұлттық табиғи саябағы – треккинг және белсенді туризм үшін, денені сауықтыру және организмді таза тау ауасымен және емдік суларм",75
"Ыбырай Алтынсарин кесенесі мен ескерткіші, мемориалды мұражайы.",https://kazakhstan.travel/tourist-spot/kk/95/mausoleum-of-ybyrai-altynsarin,1,0.0,Қостанай,"Ыбырай Алтынсарин - белсенді қоғам қайраткері, ұстаз, этнограф, әйел адамдардың білім алу мүмкіндігінің жақтаушысы болған.","Қостанайда аса маңызды тарихи тұлғалардың – Ыбырай Алтынсариннің өміріне және жұмысына арналған тұтас кешен бар. Ыбырай Алтынсарин белсенді қоғам қайраткері, мұғалім-ағартушы, этнограф, әйел адамдардың білім алу мүмкіндігінің жақтаушысы болған. 1970 жылы ұлы қазақ ағартушысына арналған ескерткіш ашылды.Мүсін қызыл граниттен жасалған және оның компоненттері - Алтынсариннің бюсті және оның аты және өмір сүру жылдары жазылған естелік тақтасы. Кейінірек, 1991 жылы мемориалдық мұражай құрылып, ғалымның қабірінде кесене салынған. Мұражайдың құрылымы екі бөліктен тұрады: біріншісі – Ыбырай Алтынсарин мектебінің көшірмесі түріндегі бір қабатты ғимарат, ал екіншісі – киіз үй тәріздес екі қабатты ғимаратта екі стационарлық көрме «Ыбырай Алтынсарин – мұғалім-ағартушы» және «Қазақстан Республикасы халық жазушысы Мәриям Хәкімжанованың шығармашылық лабораториясы». М. Хакімжанова Ы.Алтынсариннің жақын туысы болған, белгілі ақын болу үшін қиын жолдан өткен және ұлы мәдени мұра қалдырған. Мұражайда 12 мыңға жуық құнды жәдігерлер бар, олардың арасында Алтынсарин отбасының жеке меншік заттары және оның кітабы бар. Естелік кешеннің барлық үш бөлімдерінде үнемі еліктіргіш дәрістер оқылып, Ыбырай Алтынсарин мүсінімен фотоға ",72
 Арал теңізі,https://kazakhstan.travel/tourist-spot/kk/100/aral-sea,1,0.0,Қызылорда облысы,"Аралдың айдыны – адамзаттың бейберекет әрекеті мен оның қасіретті салдарын әйгілеп тұрған Жер бетіндегі жазылмас жара іспеттес. 
","Арал теңізі – Қызылорда облысында орналасқан ірі айдын. Бұрыңғы толқынған теңіз қазірде тұзды шөлге айналып келеді. Дегенмен Табиғат-ананың құдіреті сонда: жыларман халде болса да сыр-сұлулығы сарқылмастай көрінеді. Аясы тарылған Аралдың маңында өзге өңірде кездеспейтін ерекше көркемдік орнаған. Құмды дала, елсіз өлке, шексіз аспан және көз жеткізбес көкжиек! Бұл тылсым көріністердің астарында ауыр апат пен амалсыз тыныштық жатыр. Шарасыз шегініп бара жатқан Аралдың адамзатқа айтар назын «Адамның табиғатсыз күні жоқ, табиғаттың оны айтар тілі жоқ» деген мақал баяндап тұрғандай. Мақалда айтылған ойды өмірімізге өріп қарайтын болсақ, ғасырдың табиғи қасіретін көзбен көріп, ой елегінен өткізу, тілсіз табиғаттың айтарын естіп, дұрыс әрекетке көшу әрқайсымыздың бүгініміз бен ертеңіміз үшін аса маңызды екенін жоққа шығара алмаймыз.
Бізге жеткен Арал екі шартты аймаққа – Үлкен Арал және Кіші Арал деп бөлінген. Көлде фотосинтез жүргізуге қабілетті фитопланктонның бірқатар түрі тіршілік етеді. Мұнда суға шомылып жүргендер көп кездесе бермейді. Кездескен күннің өзінде, көбісі ағзасының қыр-сырын жақсы таныған, тұзды судан шипа іздеп, сауығуды мақсат етіп келген адамдар.
Туристер үшін шөл арқылы өтетін арнайы джип-турлар ұйымдастырылады. Саяхат барысында Аралдың аралдарын да аралап қайту мүмкіндігі бар. Жалпы ерекше есте қаларлық орындар ішінде Возрождение аралы мен келмеске кеткен кемелер алқабын айтуға болады. Әрбірінің қайталанбас оқиғасы бар.
Аралдың көріністерін Аралдан алшақтағы көрермен бірнеше мәрте тамашалап үлгерген. Бұл қатарда Рашид Нұғмановтың Виктор Цойдың қатысуымен түсірілген «Игла» фильмі, әлемдік танымалдылыққа ие британдық «Pink Floyd» рок-музыканттар тобының «Louder than words» әніне түсірілген бейнебаяны бар. Әйтсе де көгілдір экран шынайы көріністі толықтай көрсетіп, жүрекке жеткізбесі бар емес пе. Жаңа сапар, болмаған саяхатқа жақсы бастама!
Айтып-айтпай не керек, Арал өңірінде шешімін таппаған мәселе көп. Десек те, жарқын болашаққа үміт берер жақсы жаңалықтар да жоқ емес. Әлем жұртшылығы немқұрайды қарай алмаған Аралдың тауқыметін жеңілдетіп, жағдайын жақсартуға бағытталған жобалар мен шаралар іске асырылып, жылдан-жылға қуантарлық нәтиже көрсетуде.
2020-2021 жж. кезеңінде қажет болар кеңестер
Қалай жетуге болады?
Аралға барар жоспарыңыз болса, Алматы, Қызылорда, Қарағанды қалаларындағы туристік агенттіктердің қызметіне жүгінуіңізге болады. Ең ыңғайлысы автоэкспедиция немесе джип-тур құрамында жүру.
Жол қиындықтарына қарамастан жолға оңаша шығуға бекінсеңіз, Аралға жақындаған сайын үйреншікті ортадан алыстайтыныңызды естен шығармаңыз. Сапарыңыз сәтті өту үшін жаныңызға жолсерік болар гид немесе қолыңызда GPS координаттар орнатылған навигатор болғаны жөн. Жүксалғышыңызға артық дөңгелек, баллон және өзге де құрал-жабдықтарды алдын ала тиеп, дайындап қойыңыз. Аралға жеткізер жол әдетте Арал қаласынан басталады. 
Орналасу және тамақтану
Теңізге қарай жолға шығардан бұрын, саяхатқа қажеттінің барлығын қамдап қоюға кеңес береміз. Арал маңында қонақүй, дәмхана, дүкен сияқты өркениет табыстары табылуы екіталай. Шатыр құрып түнеу керек болады. Болмаса, Арал қаласына оралып, сондағы қонақүйдің біріне тоқтай аласыз. Сонымен қатар Арал жағасында ұялы байланыс та жоқ. Өркениеттен алыстағаныңызбен, жұлдызы жарқыраған шексіз аспанға жақындай түсесіз, шарасыз Аралмен сырласып, мұңын бөлісіп, өз шеріңізді де тарқатып аласыз. С",5
" ""Барсакелмес"" мемлекеттік қорығы",https://kazakhstan.travel/tourist-spot/kk/101/barsakelmes-nature-reserve,1,0.0,Қызылорда облысы,Барсакелмес – тірі табиғаттың сирек кездесетін және әдемі өкілдерінің қазынасы.,"1929 жылы өз жұмысын бастаған Арал маңындағы Барсакелмес қорығы осы аттас жұмбақ аралда орналасқан және Қазақстан аумағында ең ерекше қорықтардың бірі болып табылады. Барсакелмес аумағы 160 гектардан асады. Қорықтың бірегейлігі оның маңайында жүргізілген ғылыми-зерттеу жұмыстарында, бұл климат өзгеруін талдау және табиғи ландшафттың шөлдену себептерін іздестіру және биосфераның рельефі мен құрылымының қалыптасуын зерттеу болып табылады.Барсакелмес – тірі табиғаттың сирек кездесетін және әдемі өкілдерінің қазынасы. Жергілікті флора өсімдіктердің 278 түрін, оның ішінде Борщовтың әсем қызғалдақтарын, Қандым бұталарын, сексеуіл қалың шоқтарын қамтиды. Жануарлар әлемі көптеген омыртқасыздармен ерекшеленеді, сондай-ақ қорық көптеген бауырымен жорғалаушыларға, құстар және Қызыл кітап жануарларын қоса алғанда сүтқоректілердің 28 түріне мекен ету ортасы болып табылады.«Барсакелмес» мемлекеттік қорығында кең ауқымды кітапхана бар, оның аумағында институтпен бірлескен қордың байлықтарын сақтауға және зерделеуге бағытталған зерттеу жұмыстары тұрақты түрде жүргізіледі. Әр адамның міндеті – бізге құнды сыйларды тарту ететін табиғатымызд",1
Сығанақ қалшығы,https://kazakhstan.travel/tourist-spot/kk/102/ancikkt-city-of-sighnaq,2,0.0,Қызылорда облысы,«Заманауи» Сығанақ - бүкіл әлемнен қызығушылық танытқан туристерді арбайтын және қазақ тарихының тарихи-мәдени мұрасымен таныстыратын ашық аспан астындағы өзіндік мұражай.,"Қазақстанның этно-туристік орталықтарының бірі – Сығанақ қалашығы - Қазақстан Республикасының маңызды тарихи орны. Ол ЮНЕСКО-ның Бүкіләлемдік Мұраларына енудің тізіміне енгізілген, бұл оны тек Қызылорда облысының ғана емес, бүкіл еліміздің маңызды игілігіне айналдырады. Қалашық туралы алғашқы жазбалар 10-11 ғасырға жатады, ол кезеңдері қала оғыз қоныстарына тиесіл болған. Орта ғасырларда Сығанақ Қыпшақтың астанасы, Ақ Орданың ордасы және Қазақ хандығының орталығы болған. Ежелгі саяси маңызы бар аумақта жүйелі қазба жұмыстары осы ғасырдың басында басталды. Сығанақта мешіттері мен медреселер бой көтерген, сондықтан археологиялық жұмыстар кезінде ортағасырлық сәулет өнерінің көптеген ғимараттары, сондай-ақ қыш ыдыстар, диірмен тастарының үзінділері, өрнектелген тастар табылды.«Заманауи» Сығанақ - бүкіл әлемнен қызығушылық танытқан туристерді арбайтын және қазақ тарихының тарихи-мәдени мұрасымен таныстыратын а",65
"""Қамбаш"" көлі",https://kazakhstan.travel/tourist-spot/kk/99/lake-kamystybas,1,0.0,Қызылорда облысы,Қызылорда облысында орналасқан Қамбаш көлі өзінің таза жағалауындағы демалушылар арасында өте танымал. ,"Ауа райының кез-келген көңіл-күйін көрсететін ашық мөп-мөлдір суы, жұмсақ құмды түбі және ұзақ жылы күндері күнделікті жұмыстан шаршағанғ табиғи құмды жағажайда демалуға армандаушы туристердің назарын аудартады.Сонымен қатар, жергілікті тұрғындар резервуардың емдік қасиеттері бар екеніне сенімді, себебі суға шомылудан кейін көптеген адамдардың хал-жағдайлары және әрине, көңіл-күйлері айтарлықтай жақсарады. Мұнда балық аулаудың әуесқойларына да іс табылар: Қамбаш суларында сазандар, шортандар, мөңке балықтары мекендейді. Жыл сайын, көлдің маңында, осы бірегей курорттық аймақты жақсарту үшін көптеген жобалар жүзеге асырылуда, мұнда кез келген адам жаны ",26
"""Қорқыт-Ата"" мемориалдық кешені",https://kazakhstan.travel/tourist-spot/kk/98/korkyt-ata-memorial,12,0.0,Қызылорда облысы, Қорқыт ата қалдырған көптеген құнды музыкалық шығармалар Қазақстанның құнды музыкалық мұрасына айналған,"1980 жылы құрылған Қорқыт ата мемориалдық кешені Қызылорда облысының Жосалы кентінің жанындағы «Қорқыт» темір жол станциясының аумағында салынған. Кешен осы жерде бекерден бекер салынбаған: бұл жерге жақын, Сырдария жағалауында танымал түрік жыршы-ақыны және композиторы Қорқыт дүниеге келген, осылайша, ескерткіш оның атымен аталған. Ескерткіш авторлары - сәулетші Б.А. Ибраев және физик С.И.Исатаев.Ескерткіш темірбетоннан салынған тік тұрған төрт стелалардан тұрады, олардың биіктігі 8 метрге жетеді. Құрылымның қызықты ерекшелігі – әр стеланың әлемнің барлық жағына бағытталғаны. Стелалардың жоғарғы бөлігінде, кеңейтіліп бара жатқан жерде, 40 құбырдан тұратын металл орган орналастырылған. Бұл акустикалық эффект үшін жасалған, яғни желдің кішкене есуінен орган қобыз ойнауының дыбыстарына ұқсас әуен пайда болады. Ескерткіштің ішінде орталық осьтік символды қаптайтын арка бар, сондай-ақ қазақ тілінде «түйенің ізі» деген мағынаны білдіретін «түйе табан» ою-өрнегі әшекей орнында. Ол Қорқыт атаға тиесіл болған, аңыздарда айтылған, сиқырлы түйені бейнелейді.Бұл жер ұлттық музыкаға қызығатын туристер үшін әсіресе тартымды, өйткені Қорқыт ата қалдырған көптеген құнды музыкалық шығармалар Қазақстанның құнды музыкалық мұрасына айналған.Фотоларды Қызылорда облысының кәсіпк",27
"""Байқоңыр"" ғарыш айлағы",https://kazakhstan.travel/tourist-spot/kk/97/baikonur-cosmodrome,1,0.0,Қызылорда облысы,"Кем дегенде бір рет болсын ғарышқа шыққысы келмеген, ғаламның құпияларын ашуға, галактика бойынша саяхат жасауға ниет білдірмеген жан бар ма? ","Тек бір ғана «ғарыш» сөзі көз алдымызға біздің миллиондаған жұлдыздарға толы шексіз әлемнің суретін елестетіп, қиялымызды қобалжытып, шаттық сезімін оятады. Әлемнің ғарыш саласының «алма-матері» – өткен ғасырдың 50-жылдарында құрылған Байқоңыр ғарыш айлағы Қазақстан аумағында орналасқан. Адамның ғарышқа ұшуы осында болғаны құпия емес, ал қазір зымырандар мен серіктердің ұшырылуынан басқа, мұнда «ғарыштық турлар» да жүргізіледі.Қазір «Байқоңыр» ғарыш айлағында туристерге арналған экскурсиялар ұйымдастырылады, онда адам және адамсыз басқарылатын ғарыш аппараттарының ұшырылуын бақылауға болады, «Гагаринский старт» деп аталатын 1-ші алаңды көріп өтуге болады. Туристерге ғарыш айлағының танымал кешендерімен және ғимараттарымен танысуға керемет мүмкіндік беріледі, ал оның мұражайы «Байқоңыр» құрылуының бүкіл тарихын және мұннан ғарышқа аттанған барлық батыр тұлғалар жайында егжей- ",18
